row ID,agent_city,agent_firm_name,agent_state,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,year,decision_year,decision_month
355902,san francisco,pearl law group,ca,A-16047-73638,2016-03-14,Certified,H-1B,INDIA,2016-06-17,71 stevenson street,SUITE 300,san francisco,UNITED STATES OF AMERICA,"senior manager, people success and operations",lendingclub corporation,1372,4156324600,,94105,ca,2006,,,FREMONT,Master's,2016,2016,6
359107,san francisco,"fragomen, del rey, bernsen & loewy, llp",ca,A-16071-83613,2016-04-19,Certified,H-1B,INDIA,2016-07-08,1 infinite loop,None,cupertino,UNITED STATES OF AMERICA,us immigration manager,apple inc.,92600,4089744146,408,95014,ca,1977,,,SAN JOSE,Master's,2016,2016,7
307488,san francisco,berry appleman & leiden llp,ca,A-16103-96037,2016-04-18,Certified,H-1B,TAIWAN,2016-07-27,2029 stierlin court,None,mountain view,UNITED STATES OF AMERICA,sr. immigration program manager,linkedin corporation,9000,6506873600,,94043,ca,2003,,,SUNNYVALE,Bachelor's,2016,2016,7
342986,,,,A-16105-97029,2016-04-22,Certified,H-1B,INDIA,2016-07-25,12777 jones road,SUITE 445,houston,UNITED STATES OF AMERICA,president,"advent global solutions,inc.",150,2819703000,8931,77070,tx,1997,,,LOS ANGELES,Master's,2016,2016,7
216407,edison,gurnani & gurnani,nj,A-16109-98276,2016-05-17,Certified,H-1B,INDIA,2016-08-16,1656 oak tree road,FLOOR 2,edison,UNITED STATES OF AMERICA,director,avventis inc,106,6094474401,,8820,nj,2011,,,HOUSTON,Master's,2016,2016,8
200829,cincinnati,hammond law group llc,oh,A-16244-48099,2016-09-06,Certified,H-1B,INDIA,2016-11-30,331 newman springs rd,"BLDG#3, 2ND FL, #350",red bank,UNITED STATES OF AMERICA,"manager, contracts & administration",diversant llc,1107,7322221250,,7701,nj,2010,,,CHARLOTTE,Bachelor's,2016,2016,11
188726,arlington,erickson immigration group,va,A-16088-89898,2016-08-26,Certified,H-1B,TURKEY,2016-10-19,1355 market st.,SUITE 900,san francisco,UNITED STATES OF AMERICA,hr associate,"twitter, inc.",1800,4152229670,,94103,ca,2006,,,SAN FRANCISCO,Doctorate,2016,2016,10
214963,san francisco,berry appleman & leiden llp,ca,A-16021-63557,2016-01-21,Certified,H-1B,INDIA,2016-05-11,1020 kifer road,None,sunnyvale,UNITED STATES OF AMERICA,"manager, global mobility programs","intuitive surgical operations, inc",2061,4085232100,,94086,ca,2010,,,CUPERTINO,Bachelor's,2016,2016,5
33408,troy,fakhoury law group,mi,A-14314-24027,2015-02-14,Certified-Expired,H-1B,INDIA,2016-01-26,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,lead - global immigration,infosys ltd.,16866,4692299400,,75024,tx,1981,,,CHICAGO,Master's,2015,2016,1
159887,troy,dickinson wright pllc,mi,A-15260-18716,2015-11-04,Certified-Expired,H-1B,INDIA,2016-03-30,24777 denso drive,None,southfield,UNITED STATES OF AMERICA,manager of staffing and diversity,"denso international america, inc",17000,2483728291,,48086,mi,1985,,,FARMINGTON HILLS,Master's,2015,2016,3
71922,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-15169-88699,2015-10-06,Certified-Expired,H-1B,INDIA,2016-03-17,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,senior lead - immigration practice,infosys ltd.,19963,4692299400,,75024,tx,1981,,,AVENEL,Bachelor's,2015,2016,3
254567,houston,"reddy & neumann, p.c",tx,A-15336-45293,2015-12-30,Certified,,INDIA,2016-04-27,41 university drive,SUITE # 400,newtown,UNITED STATES OF AMERICA,vice president,isync solutions inc,131,2158092070,,18940,pa,2012,,,CHARLOTTE,Bachelor's,2015,2016,4
28550,san francisco,law offices of james a. bach,ca,A-15092-63600,2015-04-17,Certified-Expired,H-1B,UKRAINE,2015-10-15,305 walnut street,None,redwood city,UNITED STATES OF AMERICA,vp of the talent,evernote corporation,368,6502167700,,94063,ca,2005,,,MOUNTAIN VIEW,Bachelor's,2015,2015,10
289634,palo alto,rose carson llp,ca,A-15236-11058,2015-10-20,Certified,H-1B,ICELAND,2016-05-13,50 castilian drive,None,goleta,UNITED STATES OF AMERICA,human resources manager,"appfolio, inc.",555,8056172167,,93117,ca,2006,,,GOLETA,Doctorate,2015,2016,5
327637,,,,A-14126-66708,2014-05-06,Certified-Expired,H-1B,INDIA,2015-04-01,211 quality circle,,college station,UNITED STATES OF AMERICA,senior immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,A,INDIA,EAST BRUNSWICK,Master's,2014,2015,4
209508,denver,ogletree deakins,co,A-14290-16784,2014-11-06,Certified,H-1B,INDIA,2015-04-28,680 folsom street,SUITE 1200,san francisco,UNITED STATES OF AMERICA,immigration specialist,"macys.com, inc",1400,4154221435,,94107,california,1996,A,INDIA,UNION CITY,Bachelor's,2014,2015,4
287461,encino,law office of david m sturman,ca,A-16267-55950,2016-09-27,Withdrawn,Not in USA,PHILIPPINES,2016-10-21,11160 sun center dr,None,rancho cordova,UNITED STATES OF AMERICA,owner,scottshawenterprisesincdbahomeinsteadseniorcare,16,9169202273,,95670,ca,1997,,,LAOAG CITY,High School,2016,2016,10
203796,farmington hills,"law offices of amarnath gowda, p.c.",mi,A-15259-18258,2016-02-16,Certified,H-1B,INDIA,2016-05-25,26980 trolley ind dr,None,taylor,UNITED STATES OF AMERICA,president,angstrom usa llc,41,3132950100,11,48180,mi,1999,,,FARMINGTON HILLS,Bachelor's,2016,2016,5
184219,,,,A-14150-73546,2014-05-30,Certified-Expired,H-1B,INDIA,2015-04-02,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,N,INDIA,COLUMBUS,Bachelor's,2014,2015,4
371319,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-14356-36989,2015-01-15,Certified,H-1B,INDIA,2015-08-06,440 terry ave n,,seattle,UNITED STATES OF AMERICA,immigration specialist,amazon corporate llc,117300,2062661000,,98109,washington,1999,N,INDIA,BELLEVUE,Master's,2015,2015,8
359297,new york,"kulen law firm, p.c.",ny,A-15210-03071,2015-08-06,Certified-Expired,H-1B,KOSOVO,2016-01-26,"524 clifton ave., suite 6",None,clifton,UNITED STATES OF AMERICA,president,federation of balkan american associations inc,16,9733334353,,7011,nj,2008,,,NORTH ARLINGTON,Master's,2015,2016,1
19586,,,,A-13296-04523,2013-10-28,Certified-Expired,H-1B,INDIA,2015-03-31,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,A,INDIA,BEAVERTON,Bachelor's,2013,2015,3
326787,irvine,"fragomen, del rey, bernsen & loewy llp",ca,A-14084-55539,2014-03-28,Denied,H-1B,INDIA,2015-07-23,3333 susan street,,costa mesa,UNITED STATES OF AMERICA,sr. hr generalist,emulex corporation,1264,4089044161,,92626,california,2013,A,INDIA,FULLERTON,Master's,2014,2015,7
242994,baltimore,"taylor & ryan, llc",md,A-15204-01200,2015-08-07,Certified-Expired,H-1B,INDIA,2016-02-02,5600 lindbergh dr,None,loveland,UNITED STATES OF AMERICA,hr manager,hach company,1400,9706693050,,80538,co,1947,,,FORT COLLINS,Master's,2015,2016,2
342652,dallas,berry appleman & leiden llp,tx,A-15197-98975,2015-08-14,Certified-Expired,H-1B,UNITED KINGDOM,2016-02-04,"6300 legacy dr., r1-c10",None,plano,UNITED STATES OF AMERICA,immigration specialist iii,ericsson inc.,13938,9725831725,,75024,tx,1984,,,PLANO,Bachelor's,2015,2016,2
360830,austin,"ogletree, deakins, nash, smoak & stewart, p.c.",tx,A-15267-21308,2015-09-29,Certified-Expired,H-1B,INDIA,2016-02-23,6501 william cannon drive west,MAIL DROP: OE62,austin,UNITED STATES OF AMERICA,"program manager, immigration/ethics/hr compliance","freescale semiconductor, inc.",6275,5128952905,,78735,tx,2004,,,AUSTIN,Doctorate,2015,2016,2
49176,maineville,"the khosla immigration law group, p.c.",oh,A-15166-86607,2015-06-16,Certified-Expired,H-1B,BELARUS,2015-12-10,211 53rd street,None,moline,UNITED STATES OF AMERICA,chief financial officer,parr instrument company,102,3097627716,,61265,il,1932,,,BETTENDORF,Master's,2015,2015,12
181905,san francisco,law offices of hilla r. nattiv,ca,A-15015-42717,2015-01-27,Certified,H-1B,INDIA,2015-08-07,2988 campus drive,SUITE 200,san mateo,UNITED STATES OF AMERICA,director of hr,"athoc, inc.",137,6506853000,,94403,california,1999,A,INDIA,FOSTER CITY,Bachelor's,2015,2015,8
333339,new york,liuzzo & associates,ny,A-16054-75955,2016-03-01,Certified,H-1B,ITALY,2016-06-23,149-10 183rd street,None,jamaica,UNITED STATES OF AMERICA,corporate secretary,"savino del bene usa, inc.",250,7186465971,,11413,ny,1995,,,NEW YORK,Bachelor's,2016,2016,6
326982,chicago,zulkie partners llc,il,A-16230-43182,2016-08-18,Certified,H-1B,IRELAND,2016-10-27,50 s. la salle street,None,chicago,UNITED STATES OF AMERICA,gm consultant,the northern trust company,9021,3126306000,,60603,il,1889,,,CHICAGO,Bachelor's,2016,2016,10
272561,san francisco,weaver schlenger mazel llp,ca,A-15344-49398,2015-12-11,Certified,H-1B,ITALY,2016-05-04,47100 bayside parkway,None,fremont,UNITED STATES OF AMERICA,chief financial officer,corsair memory inc,201,5106578747,244,94538,ca,1994,,,SAN JOSE,Bachelor's,2015,2016,5
260784,houston,berry appleman & leiden llp,tx,A-14191-86795,2014-08-05,Certified-Expired,H-1B,TAIWAN,2015-01-23,1600 amphitheatre parkway,,mountain view,UNITED STATES OF AMERICA,immigration program specialist,google inc.,53861,6502530000,,94043,california,1998,A,TAIWAN,SUNNYVALE,Master's,2014,2015,1
54126,,,,A-13017-31735,2013-01-18,Withdrawn,H-1B,INDIA,2015-03-30,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,22500,2012909573,,77845,texas,1994,N,INDIA,WOODLAND HILLS,Bachelor's,2013,2015,3
283070,dallas,berry appleman & leiden llp,tx,A-16125-05455,2016-05-10,Certified,H-1B,CANADA,2016-08-09,1600 amphitheatre parkway,None,mountain view,UNITED STATES OF AMERICA,"global mobility specialist, immigration",google inc.,61254,6502530000,,94043,ca,1998,,,SUNNYVALE,Doctorate,2016,2016,8
245632,houston,"reddy & neumann, p.c.",tx,A-15076-59325,2015-07-22,Certified-Expired,,INDIA,2016-01-07,41 university drive,SUITE # 400,newtown,UNITED STATES OF AMERICA,vice president,isync solutions inc,131,2158092070,,18940,pa,2012,,,FREMONT,Master's,2015,2016,1
218231,houston,"fosterquan, llp",tx,A-14052-43772,2014-02-18,Certified,H-1B,INDIA,2015-08-06,4700 west sam houston pwky north,SUITE 150,houston,UNITED STATES OF AMERICA,human resources manager,sigma cubed inc.,138,2813638500,,77041,texas,2011,A,INDIA,HOUSTON,Master's,2014,2015,8
304726,new york,"fragomen, del rey, bernsen & loewy llp",ny,A-15225-08078,2015-09-08,Certified-Expired,H-1B,INDIA,2016-02-29,51 jfk parkway,"4TH FLOOR, SUITE 425",short hills,UNITED STATES OF AMERICA,assistant manager,genpact llc,67000,7739549169,,7078,nj,1997,,,NISKAYUNA,Bachelor's,2015,2016,2
200890,ann arbor,"law office of soo park, plc",mi,A-15355-53157,2016-01-15,Certified,H-1B,INDIA,2016-05-19,162 s. industrial dr.,None,saline,UNITED STATES OF AMERICA,president,imetris corporation,78,7344706819,2310,48176,mi,1997,,,HOUSTON,Master's,2016,2016,5
212666,atlanta,seyfarth shaw llp,ga,A-15345-49650,2015-12-22,Certified,H-1B,INDIA,2016-05-02,909 commerce road,None,annapolis,UNITED STATES OF AMERICA,operations/immigration & global mobility manager,fti consulting technology software corp,54,4102246334,,21401,md,2001,,,SEATTLE,Master's,2015,2016,5
81430,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-16215-38290,2016-10-24,Certified,H-1B,INDIA,2016-12-13,400 n mccarthy blvd,None,milpitas,UNITED STATES OF AMERICA,hr manager,lumentum operations llc,1163,4085465000,,95035,ca,2015,,,SAN JOSE,Bachelor's,2016,2016,12
44837,,,,A-14175-81738,2014-06-25,Denied,H-1B,INDIA,2015-09-14,5976 w. las positas blvd,STE 216,pleasanton,UNITED STATES OF AMERICA,director,bmr health services inc,21,8558283200,,94588,california,2011,A,INDIA,FREMONT,Master's,2014,2015,9
88464,columbia,ogletree deakins law firm,sc,A-14252-05272,2014-09-22,Certified,H-1B,MEXICO,2015-04-09,4333 amon carter blvd.,,fort worth,UNITED STATES OF AMERICA,sr attorney,american airlines,7000,8179635951,,76155,texas,1934,A,MEXICO,DALLAS,Master's,2014,2015,4
336844,irvine,"fragomen, del rey, bernsen & loewy, llp",ca,A-14230-99260,2014-08-26,Certified-Expired,L-1,INDIA,2015-01-09,5300 california avenue,,irvine,UNITED STATES OF AMERICA,immigration specialist,broadcom corporation,12550,9494508700,,92617,california,1991,A,INDIA,CUPERTINO,Bachelor's,2014,2015,1
291969,schaumburg,international legal and business services group llp,il,A-13246-93310,2013-09-09,Certified,H-1B,INDIA,2015-04-14,"38 front st.,",UNIT 4,worcester,UNITED STATES OF AMERICA,"director, business development",avco consulting inc,232,5087522040,111,1608,massachusetts,1999,A,INDIA,SAINT PAUL,Master's,2013,2015,4
367049,long island city,law office of usman b. ahmad p.c.,ny,A-15159-84193,2015-06-10,Certified-Expired,H-1B,INDONESIA,2016-01-15,800 second avenue south,PO BOX 196300,nashville,UNITED STATES OF AMERICA,executive director,metro planning commission of nashville-davidson co,45,6158627204,,37219,tn,1963,,,MOUNT JULIET,Master's,2015,2016,1
78482,san francisco,berry appleman & leiden llp,ca,A-15030-47061,2015-02-11,Certified,H-1B,INDIA,2015-09-08,500 oracle parkway,,redwood shores,UNITED STATES OF AMERICA,immigration specialist,"oracle america, inc.",122000,6505067000,,94065,california,1977,A,INDIA,FREMONT,Bachelor's,2015,2015,9
150145,minneapolis,fredrikson & byron,mn,A-15163-86099,2015-10-12,Certified-Expired,TN,MEXICO,2016-03-08,1409 vine street,None,le sueur,UNITED STATES OF AMERICA,human resources manager,le sueur incorporated,400,5076656204,294,56058,mn,1945,,,PRIOR LAKE,Doctorate,2015,2016,3
251714,edison,"law office of thomas v. allen, pllc",nj,A-14174-81136,2014-07-11,Certified-Expired,H-1B,NEPAL,2015-02-03,"100 metroplex dr, suite 207",,edison,UNITED STATES OF AMERICA,vice-president,it america inc,197,7329855100,202,8817,new jersey,2004,Y,NEPAL,SOMERVILLE,Master's,2014,2015,2
174677,austin,"ogletree, deakins, nash, smoak & stewart, p.c.",tx,A-15005-39256,2015-01-08,Certified,H-1B,INDIA,2015-08-10,3401 hillview avenue,,palo alto,UNITED STATES OF AMERICA,global immigration program manager,"vmware, inc.",8416,6504275000,,94304-1320,california,1998,Y,INDIA,SUNNYVALE,Bachelor's,2015,2015,8
321091,menlo park,finnan fleischut & associates,ca,A-16055-76583,2016-03-29,Certified,H-1B,INDIA,2016-07-28,17485 monterey rd,SUITE 201,morgan hill,UNITED STATES OF AMERICA,hr manager,dolphin enterprise solutions corporation,65,6506553939,,95037,ca,1997,,,CUMMING,Bachelor's,2016,2016,7
317655,san diego,chua tinsay and vega aplc,ca,A-16144-13516,2016-06-21,Certified,H-1B,MALAYSIA,2016-09-14,4540 harlin drive,None,sacramento,UNITED STATES OF AMERICA,coo,"applied behavior consultants, inc.",490,9163647800,124,95829,ca,1987,,,RANCHO CUCAMONGA,Doctorate,2016,2016,9
203553,dallas,berry appleman & leiden llp,tx,A-15075-58678,2015-04-01,Certified-Expired,H-1B,INDIA,2015-10-22,1600 amphitheatre parkway,None,mountain view,UNITED STATES OF AMERICA,immigration program specialist,google inc.,47756,6502530000,,94043,ca,1998,,,SAN JOSE,Bachelor's,2015,2015,10
141543,,,,A-15110-68508,2015-04-30,Certified-Expired,H-1B,INDIA,2015-10-19,2821 telecom parkway,None,richardson,UNITED STATES OF AMERICA,corporate counsel,"fujitsu america, inc.",2350,8009446055,,75082,tx,2009,,,FRISCO,Bachelor's,2015,2015,10
103928,denver,ogletree deakins,co,A-13259-97087,2013-09-16,Certified,H-1B,AUSTRIA,2015-04-09,15 inverness way east,,englewood,UNITED STATES OF AMERICA,immigration & relocation manager,ihs global inc,2750,3033972600,,80112-5776,colorado,1987,A,AUSTRIA,HOUSTON,Doctorate,2013,2015,4
32328,miami,"law firm of manfred rosenow, p.a.",fl,A-16025-64724,2016-02-02,Withdrawn,Not in USA,VENEZUELA,2016-02-02,10631 n kendall dr suite 110,None,miami,UNITED STATES OF AMERICA,president,"mg worldwide distributors, llc",2,3057286314,,33176,fl,2007,,,CARACAS,Master's,2016,2016,2
334301,syracuse,"brown & palumbo, pllc",ny,A-14301-19996,2014-11-18,Certified,H-1B,EGYPT,2015-04-29,730 south crouse ave,#204,syracuse,UNITED STATES OF AMERICA,president,crouse medical practice,159,3154795070,,13210,new york,2010,A,EGYPT,MANLIUS,Doctorate,2014,2015,4
183660,cupertino,law office of jean hsiang,ca,A-14117-64107,2014-05-05,Certified-Expired,H-1B,TAIWAN,2014-10-14,800 corporate way,,fremont,UNITED STATES OF AMERICA,president,asus computer international,360,5107393777,,94539,california,1994,A,TAIWAN,FREMONT,Master's,2014,2014,10
32715,new york,"fragomen, del rey, bersen & loewy",ny,A-16034-68658,2016-04-13,Certified,H-1B,PERU,2016-07-08,2000 purchase st,None,purchase,UNITED STATES OF AMERICA,"hr leader, global mobility",mastercard international incorporated,10300,9142492996,,10577,ny,1966,,,RICHMOND HTS,Bachelor's,2016,2016,7
69048,reston,jackson lewis p.c.,va,A-16032-67812,2016-03-22,Certified,H-1B,NEW ZEALAND,2016-06-17,701 east byrd street,None,richmond,UNITED STATES OF AMERICA,"recruiting manager, human resources",federal reserve bank of richmond,2397,8046978417,,23219,va,1913,,,CHARLOTTE,Doctorate,2016,2016,6
1471,schaumburg,masuda funai eifert & mitchell ltd.,il,A-15205-01903,2015-12-18,Certified,F-1,AZERBAIJAN,2016-04-14,1001 east palm avenue,None,tampa,UNITED STATES OF AMERICA,director,kforce inc.,13100,8135525000,,33605,fl,1994,,,CORAL GABLES,Bachelor's,2015,2016,4
222874,san francisco,"morgan, lewis & bockius llp",ca,A-16091-91555,2016-03-31,Certified,H-1B,CHINA,2016-06-15,3655 north first street,None,san jose,UNITED STATES OF AMERICA,"director, human resources","samsung semiconductor, inc.",814,4085444058,,95134,ca,1983,,,SANTA CLARA,Doctorate,2016,2016,6
119152,duluth,"park & associates, p.c.",ga,A-15321-40185,2015-11-19,Denied,F-1,SOUTH KOREA,2016-07-01,26207 groesbeck hwy.,None,warren,UNITED STATES OF AMERICA,president,"wr america logistics, inc.",9,5868796753,,48089,mi,2009,,,ROYAL OAK,Master's,2015,2016,7
71585,encino,law office of david m sturman,ca,A-15293-30516,2015-10-21,Certified-Expired,Not in USA,PHILIPPINES,2016-03-25,dba brightstar of thousand oaks,"516 PENNSFIELD PLACE, SUITE 112",thousand oaks,UNITED STATES OF AMERICA,owner,"rgac enterprises, inc",90,8052333800,,91360,ca,2011,,,HERZLIYA,Bachelor's,2015,2016,3
14666,atlanta,greenberg traurig llp,ga,A-15153-81839,2015-06-24,Certified-Expired,H-1B,UKRAINE,2015-12-17,22000 aol way,None,dulles,UNITED STATES OF AMERICA,human resources,aol inc.,5435,7032657513,,20166,va,1985,,,REDMOND,Master's,2015,2015,12
156241,san francisco,berry appleman & leiden llp,ca,A-16077-85714,2016-04-01,Certified,H-1B,INDIA,2016-07-11,951 sandisk drive,None,milpitas,UNITED STATES OF AMERICA,global mobility specialist,sandisk corporation,8696,4088011000,,95035,ca,1988,,,MILPITAS,Master's,2016,2016,7
53991,san francisco,berry appleman & leiden llp,ca,A-15335-45216,2015-12-08,Certified,H-1B,CHINA,2016-04-29,1 hacker way,(ALSO KNOWN AS 1601 WILLOW ROAD),menlo park,UNITED STATES OF AMERICA,global immigration manager,"facebook, inc.",9454,6505434800,,94025,ca,2004,,,WEST NEW YORK,Master's,2015,2016,4
344131,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-14216-95183,2014-08-08,Certified-Expired,H-1B,INDIA,2015-01-22,100 winchester circle,,los gatos,UNITED STATES OF AMERICA,lead staffing specialist,netflix,3051,4085403700,,95032,california,1998,Y,INDIA,SAN JOSE,Master's,2014,2015,1
159294,albany,whiteman osterman & hanna llp,ny,A-14275-12453,2015-01-09,Certified,TN,COLOMBIA,2015-08-26,29 british american blvd,,latham,UNITED STATES OF AMERICA,manager-human resources,mechanical dynamics & analysis,430,5183993616,208,12110,new york,2000,A,COLOMBIA,REXFORD,Master's,2015,2015,8
72067,chicago,"fragomen, del rey, bernsen & loewy, llp",il,A-15274-24208,2015-10-16,Certified-Expired,H-1B,SINGAPORE,2016-03-18,5757 n green bay ave.,None,milwaukee,UNITED STATES OF AMERICA,"manager, global mobility","johnson controls, inc",130000,4145243574,,53209,wi,1885,,,NEW HYDE PARK,Master's,2015,2016,3
215403,mclean,berry appleman & leiden llp,va,A-16266-55133,2016-09-30,Certified,H-1B,INDIA,2016-11-30,131 dartmouth street,3RD FLOOR,boston,UNITED STATES OF AMERICA,"manager, gpm north america",sapient corporation,12000,6176210200,,2116,ma,1991,,,ROCKVILLE,Bachelor's,2016,2016,11
195135,boca raton,duane morris llp,fl,A-15255-16986,2015-09-25,Certified-Expired,H-1B,INDIA,2016-02-23,176 south st,None,hopkinton,UNITED STATES OF AMERICA,immigration & compliance specialist,emc corporation,26527,5084351000,,1748,ma,1979,,,SHREWSBURY,Master's,2015,2016,2
251423,san francisco,berry appleman & leiden llp,ca,A-14295-18384,2014-10-30,Certified,H-1B,FRANCE,2015-04-17,1 hacker way,(ALSO KNOWN AS 1601 WILLOW ROAD),menlo park,UNITED STATES OF AMERICA,"manager, global mobility, tax & immigration","facebook, inc.",7185,6505434800,,94025,california,2004,A,FRANCE,PALO ALTO,Master's,2014,2015,4
104716,cincinnati,"hammond law group, llc",oh,A-15051-52321,2015-03-16,Certified,H-1B,INDIA,2015-09-18,1422 elbridge payne road,SUITE 150,chesterfield,UNITED STATES OF AMERICA,hr manager,"belcan services group, ltd.",2600,6365322552,,63017,missouri,1991,A,INDIA,CLAYTON,Master's,2015,2015,9
186671,,,,A-14310-23197,2014-11-13,Certified,H-1B,INDIA,2015-05-01,103 carnegie center,SUITE 300,princeton,UNITED STATES OF AMERICA,hr manager,"erpmark, inc.",12,7325793636,,8540,new jersey,2006,A,INDIA,MONROE,Master's,2014,2015,5
149182,edison,gurnani & gurnani,nj,A-16110-98955,2016-05-17,Certified,F-1,INDIA,2016-08-16,1656 oak tree road,FLOOR 2,edison,UNITED STATES OF AMERICA,director,avventis inc,106,6094474401,,8820,nj,2011,,,HENRICO,Master's,2016,2016,8
214741,new york,"fragomen, del rey, bernsen, & loewy, llp",ny,A-15173-89699,2015-06-29,Certified-Expired,H-1B,INDIA,2015-12-31,1700 market street,None,philadelphia,UNITED STATES OF AMERICA,"lead specialist hr, deloitte services lp, as agent",deloitte consulting llp,19000,2148401464,,19103,pa,1996,,,MIDDLEBURG HTS,Master's,2015,2015,12
203669,,,,A-16144-13557,2016-05-26,Certified,,MEXICO,2016-08-02,3070 360th st,None,sioux center,UNITED STATES OF AMERICA,owner - household employer,carlos augusto bahena arteaga,1,7124410751,712,51250,ia,2016,,,CUERNAVACA,High School,2016,2016,8
119774,,,,A-13339-21968,2013-12-13,Denied,H-1B,SOUTH KOREA,2015-11-03,3600 wilshire blvd ste 2030,None,los angeles,UNITED STATES OF AMERICA,president & cpa,gahwa accountancy corporation,4,2133813324,,90010,ca,2008,,,LOS ANGELES,Master's,2013,2015,11
238234,silver spring,"richard e. dunn, p.a.",md,A-14154-74370,2014-06-16,Certified-Expired,H-1B,TURKEY,2014-11-13,2101 wilson boulevard,SUITE 1200,arlington,UNITED STATES OF AMERICA,human resource manager,nathan associates inc.,153,7035167700,,22201-3062,virginia,1946,A,TURKEY,WASHINGTON,Doctorate,2014,2014,11
337112,,,,A-16088-89817,2016-06-16,Certified,H-1B,SOUTH KOREA,2016-08-22,office of international students & scholars,"PO BOX 6313, 101 PURINTON HOUSE",morgantown,UNITED STATES OF AMERICA,immigration specialist,west virginia university,7792,3042933519,,26506,wv,1867,,,MORGANTOWN,Doctorate,2016,2016,8
53410,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-16076-85278,2016-03-17,Certified,L-1,MEXICO,2016-10-17,3000 hanover street,M/S 1117,palo alto,UNITED STATES OF AMERICA,global compliance lead,hewlett-packard company,14000,6508571501,,94304,ca,1939,,,HOUSTON,Bachelor's,2016,2016,10
373128,troy,fakhoury law group,mi,A-16174-24920,2016-08-10,Withdrawn,H-1B,INDIA,2016-08-26,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,senior lead - global immigration,infosys ltd.,18500,4692299400,,75024,tx,1981,,,FORT WORTH,Bachelor's,2016,2016,8
13695,new york,taylor and associates law p.c.,ny,A-16182-28182,2016-07-13,Certified,H-1B,INDIA,2016-10-04,"2333 alexandria drive, suite #216",None,lexington,UNITED STATES OF AMERICA,ceo,"oneiroi consulting services, inc.",4,8594020840,,40504,ky,2014,,,AUSTIN,Bachelor's,2016,2016,10
41948,san francisco,"fragomen, del rey, bernsen & loewy, llp",ca,A-15254-16723,2015-10-06,Certified-Expired,H-1B,TAIWAN,2016-03-16,1455 market st,SUITE 600,san francisco,UNITED STATES OF AMERICA,hr generalist,square inc,1156,4153753176,74560,94103,ca,2009,,,SAN FRANCISCO,Bachelor's,2015,2016,3
249949,new york,"law offices of prashanthi reddy, pllc",ny,A-15146-79747,2015-05-29,Certified-Expired,H-4,INDIA,2015-11-23,551 5th avenue,STE 1425,new york,UNITED STATES OF AMERICA,controller,"jean martin, inc.",66,2128831000,1102,10176,ny,1997,,,COCKEYSVILLE,Bachelor's,2015,2015,11
333628,duluth,law office of kyung s. seo,ga,A-15266-20908,2015-09-23,Certified-Expired,Not in USA,SOUTH KOREA,2016-02-24,107 star street w,None,bethlehem,UNITED STATES OF AMERICA,head of human resources,harrison poultry,1024,7708677511,270,30620,ga,1958,,,SEOUL,Bachelor's,2015,2016,2
92190,atlanta,kuck immigration partners llc,ga,A-16090-90954,2016-03-31,Certified,H-1B,INDIA,2016-06-20,1001 brickell bay drive,None,miami,UNITED STATES OF AMERICA,"sr. director, human resources",the hackett group,500,3053758005,,33131,fl,1997,,,KATY,Master's,2016,2016,6
241159,pleasanton,"dana michael ritter, pc",ca,A-14336-29897,2014-12-12,Withdrawn,H-1B,INDIA,2015-02-12,1202 kifer road,,sunnyvale,UNITED STATES OF AMERICA,hr director,maantic inc.,25,4085907446,,94086,california,2009,A,INDIA,MIDDLEBURG HEIGHTS,Bachelor's,2014,2015,2
280498,new york,"fragomen, del rey, bernsen & loewy",ny,A-14092-57417,2014-05-20,Certified,H-1B,PERU,2015-08-20,200 west street,,new york,UNITED STATES OF AMERICA,"vice president, human capital management",goldman sachs & co.,10941,2129021000,,10282,new york,1869,A,PERU,NEW YORK,Bachelor's,2014,2015,8
202381,atlanta,"fragomen, del rey, bernsen, & loewy, llp",ga,A-15009-40770,2015-01-20,Certified,H-1B,INDIA,2015-08-13,360 park avenue south,,new york,UNITED STATES OF AMERICA,immigration compliance specialist,elsevier inc,9000,2129895800,,10010,new york,1880,A,INDIA,VOORHEES,Bachelor's,2015,2015,8
